Lat,Lon,Cluster
40.78087647887324,-73.96302098591549,0
40.72684626719057,-73.99561660117878,1
40.77065159574468,-73.8711585106383,2
40.656104545454546,-73.79027954545454,3
40.712754545454544,-74.18129696969697,4
40.71389520547945,-73.94695136986302,5
40.99893333333333,-73.76131666666666,6
40.67623031496063,-73.97681968503937,7
40.75331997245179,-73.98547933884298,8
40.75563076923077,-73.67016923076923,9
