Cluster,Lat,Lon
0,40.74932234494478,-73.98358457943925
1,40.77179,-73.87093
2,40.69189130434783,-74.17911739130435
3,40.68397098445596,-73.98034974093264
4,40.64618125,-73.781178125
5,40.717352,-73.953339
6,40.70267222222222,-73.98913333333333
